date,region,wind
2013-12-11 00:00:00,-,faible 
2013-12-13 00:00:00,-,faible 
2013-12-14 00:00:00,ouest,faible 
2013-12-16 00:00:00,-,faible 
2013-12-20 00:00:00,sud,fort 
2013-12-21 00:00:00,sud,fort 
,-,fort 
2013-12-22 00:00:00,ouest,faible 
,-,fort 
2013-12-23 00:00:00,ouest,faible 
2013-12-24 00:00:00,sud,faible 
2013-12-25 00:00:00,sud,faible 
,nord,fort 
2013-12-26 00:00:00,sud,faible 
,nord,fort 
2013-12-27 00:00:00,sud,faible 
2013-12-30 00:00:00,sud,faible 
2013-12-31 00:00:00,nord,fort 
,sud,faible 
2014-01-01 00:00:00,nord,fort 
,sud,fort 
2014-01-02 00:00:00,ouest,fort 
,sud,fort 
,sud,fort 
2014-01-03 00:00:00,ouest,faible 
,sud,fort 
,sud,fort 
,ouest,fort 
2014-01-04 00:00:00,ouest,faible 
,ouest,faible 
,sud,fort 
,sud,fort 
2014-01-05 00:00:00,est,faible 
,sud,fort 
,sud,fort 
,ouest,faible 
,nord,fort 
2014-01-06 00:00:00,sud,fort 
,sud,fort 
,est,fort 
,nord,fort 
,est,faible 
2014-01-07 00:00:00,nord,fort 
,sud,fort 
,est,fort 
2014-01-08 00:00:00,nord,fort 
2014-01-10 00:00:00,ouest,faible 
,nord,faible 
2014-01-11 00:00:00,ouest,faible 
,nord,faible 
,nord,faible 
2014-01-12 00:00:00,nord,faible 
2014-01-13 00:00:00,sud,Faible 
,ouest,Faible 
2014-01-14 00:00:00,sud,Faible 
,sud,faible 
,ouest,Faible 
,nord,Faible 
2014-01-15 00:00:00,sud,faible 
,nord,Faible 
,sud,fort 
2014-01-16 00:00:00,sud,fort 
,sud,fort 
2014-01-17 00:00:00,sud,fort 
2014-01-20 00:00:00,nord,faible 
,sud,fort 
2014-01-21 00:00:00,nord,faible 
,sud,faible 
,sud,fort 
,nord,fort 
2014-01-22 00:00:00,nord,fort 
,sud,faible 
,sud,faible 
2014-01-23 00:00:00,nord,fort 
,sud,faible 
,sud,faible 
2014-01-24 00:00:00,nord,fort 
,sud,faible 
,nord,fort 
2014-01-25 00:00:00,nord,fort 
,sud,fort 
2014-01-26 00:00:00,sud,fort 
,ouest,faible 
,nord,fort 
2014-01-27 00:00:00,ouest,faible 
,nord,fort 
2014-01-29 00:00:00,-,fort 
2014-01-30 00:00:00,sud,fort 
,-,fort 
2014-01-31 00:00:00,sud,fort 
2014-02-01 00:00:00,nord,faible 
2014-02-02 00:00:00,nord,faible 
2014-02-03 00:00:00,sud,fort 
2014-02-04 00:00:00,sud,fort 
,sud,fort 
2014-02-05 00:00:00,sud,fort 
,sud,fort 
2014-02-06 00:00:00,sud,fort 
,sud,fort 
2014-02-07 00:00:00,sud,fort 
,sud,fort 
2014-02-08 00:00:00,sud,faible 
,ouest,fort 
,sud,fort 
2014-02-09 00:00:00,sud,fort 
,sud,faible 
,ouest,fort 
,ouest,faible 
2014-02-10 00:00:00,sud,fort 
,ouest,Faible 
,sud,fort 
,ouest,faible 
2014-02-11 00:00:00,ouest,Faible 
,sud,fort 
,ouest,faible 
,nord,fort 
2014-02-12 00:00:00,nord,fort 
,nord,fort 
,ouest,faible 
2014-02-13 00:00:00,nord,fort 
,nord,fort 
,sud,fort 
2014-02-14 00:00:00,nord,fort 
,sud,fort 
,ouest,fort 
2014-02-15 00:00:00,sud,fort 
,ouest,fort 
2014-02-16 00:00:00,sud,fort 
2014-02-17 00:00:00,nord,faible 
,sud,faible 
2014-02-18 00:00:00,sud,faible 
,nord,faible 
,nord,faible 
2014-02-19 00:00:00,nord,faible 
,sud,fort 
2014-02-20 00:00:00,nord,fort 
,sud,fort 
,sud,faible 
2014-02-21 00:00:00,nord,fort 
,sud,faible 
,ouest,faible 
2014-02-22 00:00:00,ouest,faible 
2014-02-23 00:00:00,sud,faible 
2014-02-24 00:00:00,sud,faible 
,sud,faible 
2014-02-25 00:00:00,sud,fort 
,sud,faible 
2014-02-26 00:00:00,sud,faible 
,sud,fort 
2014-02-27 00:00:00,nord,faible 
,sud,fort 
,sud,faible 
2014-02-28 00:00:00,sud,fort 
,ouest,fort 
,nord,faible 
,sud,fort 
2014-03-01 00:00:00,nord,faible 
,sud,fort 
,sud,fort 
,ouest,fort 
2014-03-02 00:00:00,sud,fort 
,sud,fort 
,nord,faible 
,nord,faible 
2014-03-03 00:00:00,sud,fort 
,nord,faible 
,sud,fort 
2014-03-04 00:00:00,sud,fort 
,nord,faible 
,sud,faible 
2014-03-05 00:00:00,nord,faible 
,sud,faible 
2014-03-06 00:00:00,sud,faible 
2014-03-07 00:00:00,sud,faible 
,est,fort 
,ouest,Faible 
2014-03-08 00:00:00,nord,fort 
,est,fort 
,est,fort 
,ouest,Faible 
2014-03-09 00:00:00,est,fort 
,est,fort 
,nord,fort 
2014-03-10 00:00:00,nord,Faible 
,est,fort 
,est,fort 
2014-03-11 00:00:00,nord,Faible 
,nord,fort 
,est,faible 
,est,fort 
2014-03-12 00:00:00,est,faible 
,nord,fort 
,est,faible 
2014-03-13 00:00:00,est,faible 
,est,faible 
2014-03-14 00:00:00,nord,faible 
,est,faible 
,est,faible 
2014-03-15 00:00:00,nord,faible 
,nord,fort 
,est,faible 
,ouest,faible 
2014-03-16 00:00:00,ouest,faible 
,ouest,faible 
,nord,fort 
,nord,fort 
2014-03-17 00:00:00,ouest,faible 
,ouest,faible 
,nord,fort 
2014-03-18 00:00:00,ouest,faible 
,ouest,faible 
2014-03-19 00:00:00,ouest,faible 
,sud,faible 
,nord,fort 
2014-03-20 00:00:00,nord,fort 
,nord,faible 
,sud,faible 
2014-03-21 00:00:00,nord,fort 
,nord,faible 
2014-03-22 00:00:00,sud,fort 
,nord,fort 
,nord,fort 
2014-03-23 00:00:00,sud,fort 
,sud,faible 
,nord,fort 
,nord,faible 
2014-03-24 00:00:00,sud,faible 
,nord,faible 
,nord,faible 
2014-03-25 00:00:00,sud,Faible 
,nord,faible 
2014-03-26 00:00:00,-,Faible 
,sud,Faible 
2014-03-27 00:00:00,sud,faible 
,-,Faible 
2014-03-28 00:00:00,sud,faible 
,sud,faible 
2014-03-29 00:00:00,sud,faible 
2014-04-01 00:00:00,sud,faible 
2014-04-02 00:00:00,sud,faible 
,sud,faible 
2014-04-03 00:00:00,sud,faible 
,nord,faible 
,sud,faible 
2014-04-04 00:00:00,nord,faible 
,sud,fort 
,sud,faible 
2014-04-05 00:00:00,nord,faible 
,sud,fort 
2014-04-06 00:00:00,nord,Faible 
,nord,faible 
2014-04-07 00:00:00,ouest,Faible 
2014-04-08 00:00:00,nord,fort 
2014-04-10 00:00:00,-,faible 
2014-04-11 00:00:00,nord,faible 
2014-04-12 00:00:00,ouest,Faible 
2014-04-15 00:00:00,nord,fort 
2014-04-19 00:00:00,nord,faible 
2014-04-21 00:00:00,sud,Faible 
2014-04-22 00:00:00,sud,Faible 
2014-04-24 00:00:00,sud,faible 
2014-04-25 00:00:00,est,faible 
,sud,faible 
2014-04-26 00:00:00,-,faible 
2014-04-27 00:00:00,sud,fort 
,nord,faible 
2014-04-28 00:00:00,nord,Faible 
2014-04-29 00:00:00,sud,fort 
2014-04-30 00:00:00,-,Faible 
2014-05-03 00:00:00,-,fort 
2014-05-06 00:00:00,-,faible 
2014-05-08 00:00:00,ouest,fort 
2014-05-10 00:00:00,ouest,fort 
2014-05-12 00:00:00,-,fort 
2014-05-14 00:00:00,-,fort 
2014-05-16 00:00:00,-,fort 
2014-05-18 00:00:00,-,fort 
2014-05-20 00:00:00,nord,faible 
2014-07-11 00:00:00,-,fort 
2014-10-13 00:00:00,-,fort 
2014-10-23 00:00:00,nord,faible 
2014-11-09 00:00:00,sud,fort 
2014-11-10 00:00:00,sud,Fort 
2014-11-11 00:00:00,sud,fort 
2014-11-12 00:00:00,sud,fort 
2014-11-13 00:00:00,-,faible 
2014-11-14 00:00:00,sud,fort 
2014-11-15 00:00:00,sud,fort 
,ouest,faible 
2014-11-16 00:00:00,sud,Faible 
2014-11-17 00:00:00,sud,faible 
2014-11-19 00:00:00,-,Faible 
2014-11-21 00:00:00,-,Faible 
2014-11-22 00:00:00,sud,Faible 
2014-11-24 00:00:00,sud,Faible 
2014-11-26 00:00:00,sud,faible 
2014-11-28 00:00:00,sud,fort 
2014-11-29 00:00:00,sud,Faible 
2014-11-30 00:00:00,sud,faible 
2014-12-03 00:00:00,sud,faible 
2014-12-05 00:00:00,sud,faible 
,nord,faible 
2014-12-06 00:00:00,nord,faible 
2014-12-07 00:00:00,-,faible 
2014-12-08 00:00:00,nord,faible 
2014-12-09 00:00:00,nord,fort 
,ouest,faible 
2014-12-10 00:00:00,nord,fort 
,ouest,fort 
2014-12-13 00:00:00,sud,faible 
2014-12-14 00:00:00,est,faible 
2014-12-15 00:00:00,sud,Faible 
2014-12-17 00:00:00,sud,fort 
,nord,faible 
2014-12-18 00:00:00,nord,fort 
2014-12-19 00:00:00,nord,faible 
,nord,fort 
2014-12-20 00:00:00,nord,faible 
,nord,fort 
2014-12-21 00:00:00,nord,fort 
,nord,fort 
2014-12-22 00:00:00,ouest,fort 
,nord,fort 
,nord,fort 
2014-12-23 00:00:00,nord,fort 
,ouest,fort 
,ouest,fort 
2014-12-24 00:00:00,nord,fort 
,ouest,fort 
2014-12-25 00:00:00,nord,faible 
,nord,fort 
,ouest,faible 
2014-12-26 00:00:00,ouest,faible 
,nord,fort 
,nord,faible 
2014-12-27 00:00:00,nord,fort 
,nord,fort 
2014-12-28 00:00:00,est,fort 
,nord,fort 
2014-12-29 00:00:00,est,fort 
2014-12-31 00:00:00,-,faible 
2015-01-01 00:00:00,-,faible 
,-,faible 
2015-01-02 00:00:00,-,faible 
2015-01-03 00:00:00,nord,fort 
2015-01-04 00:00:00,nord,fort 
2015-01-05 00:00:00,-,faible 
2015-01-06 00:00:00,-,faible 
2015-01-07 00:00:00,ouest,faible 
2015-01-08 00:00:00,est,fort 
,ouest,faible 
2015-01-09 00:00:00,est,fort 
2015-01-12 00:00:00,sud,fort 
2015-01-13 00:00:00,nord,fort 
,sud,fort 
,sud,fort 
2015-01-14 00:00:00,sud,fort 
,sud,fort 
,nord,fort 
,nord,fort 
2015-01-15 00:00:00,nord,fort 
,sud,fort 
,sud,fort 
2015-01-16 00:00:00,nord,faible 
,sud,fort 
,sud,fort 
2015-01-17 00:00:00,nord,faible 
,sud,Faible 
,sud,fort 
,ouest,faible 
2015-01-18 00:00:00,sud,Faible 
,ouest,faible 
,-,faible 
2015-01-19 00:00:00,-,faible 
2015-01-22 00:00:00,-,fort 
2015-01-23 00:00:00,-,fort 
,nord,fort 
2015-01-24 00:00:00,nord,fort 
,nord,fort 
2015-01-25 00:00:00,nord,fort 
2015-01-26 00:00:00,nord,faible 
2015-01-27 00:00:00,nord,faible 
,nord,fort 
2015-01-28 00:00:00,nord,fort 
,nord,faible 
2015-01-29 00:00:00,nord,faible 
,nord,fort 
2015-01-30 00:00:00,nord,fort 
2015-01-31 00:00:00,nord,fort 
2015-02-01 00:00:00,nord,fort 
,nord,fort 
2015-02-02 00:00:00,nord,fort 
,nord,fort 
2015-02-03 00:00:00,-,Faible 
,nord,fort 
2015-02-04 00:00:00,-,Faible 
,-,faible 
2015-02-05 00:00:00,est,faible 
,-,faible 
2015-02-06 00:00:00,est,faible 
,est,faible 
2015-02-07 00:00:00,sud,fort 
,est,fort 
,est,faible 
,nord,fort 
2015-02-08 00:00:00,nord,fort 
,sud,fort 
,est,fort 
2015-02-09 00:00:00,nord,faible 
2015-02-10 00:00:00,nord,faible 
,nord,faible 
,est,faible 
2015-02-11 00:00:00,est,faible 
,nord,faible 
,sud,faible 
2015-02-12 00:00:00,-,faible 
,sud,faible 
2015-02-13 00:00:00,-,faible 
2015-02-14 00:00:00,sud,fort 
2015-02-15 00:00:00,sud,fort 
2015-02-16 00:00:00,nord,faible 
2015-02-17 00:00:00,est,faible 
,nord,faible 
2015-02-18 00:00:00,-,faible 
,est,faible 
2015-02-19 00:00:00,-,faible 
,ouest,faible 
2015-02-20 00:00:00,ouest,faible 
,sud,fort 
2015-02-21 00:00:00,sud,fort 
,sud,fort 
,nord,faible 
2015-02-22 00:00:00,nord,faible 
,sud,fort 
,nord,fort 
2015-02-23 00:00:00,nord,fort 
,nord,fort 
2015-02-24 00:00:00,nord,fort 
,sud,fort 
2015-02-25 00:00:00,sud,fort 
,sud,fort 
,nord,faible 
2015-02-26 00:00:00,nord,faible 
,nord,faible 
,sud,fort 
,sud,faible 
2015-02-27 00:00:00,sud,faible 
,nord,faible 
2015-02-28 00:00:00,sud,Faible 
,ouest,fort 
2015-03-01 00:00:00,ouest,fort 
,sud,Faible 
2015-03-03 00:00:00,ouest,faible 
,nord,fort 
2015-03-04 00:00:00,ouest,faible 
,nord,fort 
,ouest,faible 
2015-03-05 00:00:00,ouest,faible 
2015-03-06 00:00:00,nord,fort 
2015-03-07 00:00:00,-,fort 
,nord,fort 
2015-03-08 00:00:00,-,faible 
,-,fort 
2015-03-09 00:00:00,-,faible 
,nord,faible 
2015-03-10 00:00:00,nord,faible 
,nord,faible 
2015-03-11 00:00:00,ouest,faible 
,nord,faible 
,nord,fort 
2015-03-12 00:00:00,ouest,faible 
,nord,fort 
,est,faible 
,nord,faible 
2015-03-13 00:00:00,est,faible 
,ouest,Faible 
,nord,faible 
2015-03-14 00:00:00,ouest,Faible 
,sud,faible 
2015-03-15 00:00:00,sud,faible 
2015-03-17 00:00:00,nord,fort 
,sud,faible 
2015-03-18 00:00:00,nord,fort 
,nord,faible 
,sud,faible 
2015-03-19 00:00:00,nord,faible 
,nord,faible 
2015-03-20 00:00:00,nord,faible 
2015-03-21 00:00:00,ouest,Faible 
,sud,faible 
2015-03-22 00:00:00,sud,fort 
,sud,faible 
,ouest,Faible 
,nord,faible 
2015-03-23 00:00:00,sud,Faible 
,nord,faible 
,sud,fort 
2015-03-24 00:00:00,sud,Faible 
2015-03-25 00:00:00,-,faible 
2015-03-26 00:00:00,sud,faible 
,-,faible 
,nord,fort 
2015-03-27 00:00:00,nord,fort 
,sud,faible 
,nord,fort 
2015-03-28 00:00:00,nord,fort 
,nord,fort 
2015-03-29 00:00:00,nord,fort 
,nord,fort 
2015-03-30 00:00:00,nord,fort 
2015-04-02 00:00:00,nord,faible 
2015-04-03 00:00:00,nord,faible 
,-,faible 
2015-04-04 00:00:00,-,faible 
,-,faible 
2015-04-05 00:00:00,-,faible 
,-,fort 
2015-04-06 00:00:00,-,fort 
,-,fort 
2015-04-07 00:00:00,-,fort 
,-,fort 
2015-04-08 00:00:00,-,faible 
,-,fort 
2015-04-09 00:00:00,sud,faible 
2015-04-10 00:00:00,sud,faible 
2015-04-11 00:00:00,ouest,faible 
2015-04-12 00:00:00,-,faible 
2015-04-14 00:00:00,nord,Faible 
2015-04-15 00:00:00,sud,Faible 
2015-04-16 00:00:00,ouest,Faible 
2015-04-17 00:00:00,nord,Faible 
,sud,Faible 
2015-04-18 00:00:00,nord,Faible 
2015-04-19 00:00:00,nord,Faible 
2015-04-20 00:00:00,nord,faible 
2015-04-21 00:00:00,est,faible 
,nord,faible 
2015-04-22 00:00:00,nord,Faible 
2015-04-23 00:00:00,nord,fort 
2015-04-24 00:00:00,nord,fort 
,sud,fort 
2015-04-25 00:00:00,est,faible 
,sud,Faible 
2015-04-26 00:00:00,nord,fort 
,sud,faible 
2015-04-27 00:00:00,nord,fort 
2015-04-28 00:00:00,sud,fort 
2015-04-29 00:00:00,-,faible 
2015-04-30 00:00:00,sud,fort 
,ouest,faible 
2015-05-01 00:00:00,sud,faible 
2015-05-02 00:00:00,sud,fort 
2015-05-03 00:00:00,nord,fort 
2015-05-04 00:00:00,sud,fort 
2015-05-05 00:00:00,sud,fort 
2015-05-08 00:00:00,-,faible 
2015-05-13 00:00:00,-,faible 
2015-05-15 00:00:00,ouest,fort 
2015-05-18 00:00:00,-,faible 
2015-05-21 00:00:00,-,fort 
2015-05-22 00:00:00,-,fort 
2015-10-16 00:00:00,-,faible 
2015-10-27 00:00:00,-,faible 
2015-11-20 00:00:00,nord,fort 
2015-11-21 00:00:00,-,faible 
2015-11-22 00:00:00,nord,faible 
2015-11-23 00:00:00,nord,faible 
2015-11-25 00:00:00,nord,fort 
2015-11-28 00:00:00,nord,fort 
,sud,fort 
2015-11-30 00:00:00,ouest,fort 
2015-12-01 00:00:00,ouest,Faible 
2015-12-02 00:00:00,sud,faible 
,ouest,Faible 
2015-12-03 00:00:00,sud,faible 
2015-12-04 00:00:00,sud,Faible 
2015-12-05 00:00:00,sud,faible 
2015-12-06 00:00:00,sud,Faible 
2015-12-08 00:00:00,-,Faible 
2015-12-09 00:00:00,ouest,fort 
,nord,fort 
2015-12-11 00:00:00,nord,fort 
2015-12-12 00:00:00,ouest,faible 
,nord,fort 
2015-12-13 00:00:00,-,faible 
2015-12-14 00:00:00,ouest,faible 
,sud,faible 
2015-12-15 00:00:00,nord,fort 
2015-12-16 00:00:00,nord,fort 
,ouest,faible 
2015-12-18 00:00:00,ouest,faible 
2015-12-19 00:00:00,-,faible 
2015-12-21 00:00:00,nord,fort 
,sud,fort 
2015-12-22 00:00:00,ouest,faible 
,sud,faible 
,nord,fort 
2015-12-25 00:00:00,ouest,Faible 
2015-12-26 00:00:00,sud,Faible 
,ouest,faible 
2015-12-27 00:00:00,sud,faible 
2015-12-28 00:00:00,sud,Faible 
2015-12-29 00:00:00,sud,Faible 
2015-12-30 00:00:00,ouest,Faible 
2015-12-31 00:00:00,ouest,faible 
2016-01-01 00:00:00,ouest,Faible 
2016-01-02 00:00:00,sud,Faible 
2016-01-03 00:00:00,sud,fort 
,sud,Faible 
2016-01-04 00:00:00,sud,fort 
,nord,fort 
,sud,fort 
2016-01-05 00:00:00,sud,fort 
,nord,fort 
2016-01-06 00:00:00,ouest,faible 
2016-01-07 00:00:00,ouest,faible 
2016-01-08 00:00:00,sud,fort 
2016-01-09 00:00:00,sud,fort 
,sud,fort 
2016-01-10 00:00:00,sud,fort 
,sud,fort 
2016-01-11 00:00:00,-,fort 
,sud,fort 
2016-01-12 00:00:00,nord,fort 
,-,fort 
2016-01-13 00:00:00,nord,fort 
,-,fort 
2016-01-14 00:00:00,-,fort 
,sud,faible 
,nord,fort 
2016-01-15 00:00:00,nord,fort 
,-,fort 
,sud,faible 
2016-01-16 00:00:00,-,fort 
,ouest,fort 
2016-01-17 00:00:00,ouest,fort 
,ouest,faible 
2016-01-18 00:00:00,ouest,faible 
,ouest,faible 
2016-01-19 00:00:00,ouest,faible 
,ouest,faible 
2016-01-20 00:00:00,ouest,faible 
,nord,faible 
2016-01-21 00:00:00,ouest,faible 
,nord,faible 
2016-01-22 00:00:00,ouest,faible 
,ouest,Faible 
2016-01-23 00:00:00,ouest,Faible 
,ouest,faible 
2016-01-24 00:00:00,ouest,faible 
2016-01-25 00:00:00,ouest,Faible 
2016-01-26 00:00:00,ouest,fort 
,ouest,Faible 
2016-01-27 00:00:00,ouest,fort 
2016-01-28 00:00:00,-,faible 
2016-01-29 00:00:00,-,faible 
,ouest,faible 
,nord,fort 
2016-01-30 00:00:00,ouest,faible 
,nord,fort 
,-,fort 
2016-01-31 00:00:00,-,fort 
,ouest,fort 
2016-02-01 00:00:00,ouest,fort 
2016-02-02 00:00:00,nord,fort 
2016-02-03 00:00:00,nord,fort 
,nord,fort 
2016-02-04 00:00:00,nord,fort 
,nord,fort 
2016-02-05 00:00:00,nord,fort 
,nord,fort 
2016-02-06 00:00:00,ouest,faible 
,sud,fort 
,nord,fort 
2016-02-07 00:00:00,sud,fort 
,ouest,faible 
,nord,fort 
2016-02-08 00:00:00,nord,fort 
,sud,fort 
2016-02-09 00:00:00,nord,fort 
,sud,fort 
,sud,faible 
2016-02-10 00:00:00,nord,fort 
,sud,faible 
2016-02-11 00:00:00,-,faible 
2016-02-12 00:00:00,nord,fort 
,-,faible 
2016-02-13 00:00:00,nord,fort 
,nord,fort 
2016-02-14 00:00:00,nord,fort 
,est,faible 
,ouest,fort 
2016-02-15 00:00:00,est,faible 
,ouest,fort 
,sud,faible 
2016-02-16 00:00:00,sud,faible 
,est,faible 
2016-02-17 00:00:00,est,faible 
,est,faible 
,sud,faible 
2016-02-18 00:00:00,sud,faible 
,sud,faible 
,est,faible 
,ouest,faible 
2016-02-19 00:00:00,nord,fort 
,ouest,faible 
,ouest,faible 
,sud,faible 
2016-02-20 00:00:00,ouest,faible 
,nord,fort 
,ouest,fort 
2016-02-21 00:00:00,ouest,fort 
2016-02-22 00:00:00,nord,fort 
2016-02-23 00:00:00,nord,fort 
,sud,fort 
,ouest,fort 
2016-02-24 00:00:00,sud,fort 
,ouest,fort 
,ouest,fort 
,nord,fort 
2016-02-25 00:00:00,nord,fort 
,sud,faible 
,nord,fort 
,ouest,fort 
2016-02-26 00:00:00,nord,fort 
,sud,faible 
,sud,fort 
2016-02-27 00:00:00,sud,fort 
,sud,fort 
2016-02-28 00:00:00,sud,fort 
,sud,faible 
2016-02-29 00:00:00,nord,fort 
,sud,faible 
2016-03-01 00:00:00,nord,fort 
,nord,fort 
2016-03-02 00:00:00,nord,fort 
,nord,fort 
2016-03-03 00:00:00,nord,fort 
,nord,fort 
,sud,fort 
2016-03-04 00:00:00,ouest,faible 
,nord,fort 
,sud,fort 
,sud,fort 
2016-03-05 00:00:00,ouest,faible 
,ouest,faible 
,nord,fort 
,sud,fort 
2016-03-06 00:00:00,nord,fort 
,ouest,faible 
,ouest,faible 
2016-03-07 00:00:00,ouest,faible 
,ouest,faible 
,nord,fort 
2016-03-08 00:00:00,nord,fort 
,ouest,faible 
,sud,faible 
2016-03-09 00:00:00,nord,faible 
,sud,faible 
,sud,faible 
2016-03-10 00:00:00,sud,faible 
,sud,faible 
,ouest,fort 
,est,faible 
,nord,faible 
2016-03-11 00:00:00,ouest,fort 
,est,faible 
,sud,faible 
2016-03-12 00:00:00,nord,faible 
2016-03-13 00:00:00,-,faible 
,nord,faible 
2016-03-14 00:00:00,-,faible 
,est,Faible 
2016-03-15 00:00:00,sud,faible 
,est,Faible 
2016-03-16 00:00:00,sud,faible 
,sud,faible 
,nord,fort 
2016-03-17 00:00:00,sud,faible 
,nord,fort 
,nord,faible 
,sud,faible 
2016-03-18 00:00:00,sud,faible 
,est,faible 
,nord,faible 
,nord,faible 
2016-03-19 00:00:00,nord,faible 
,ouest,faible 
,est,faible 
,nord,faible 
2016-03-20 00:00:00,nord,faible 
,nord,Faible 
,sud,Faible 
,ouest,faible 
2016-03-21 00:00:00,nord,Faible 
,nord,faible 
,sud,Faible 
,sud,Faible 
2016-03-22 00:00:00,nord,faible 
,nord,fort 
,sud,Faible 
2016-03-23 00:00:00,nord,fort 
,nord,fort 
2016-03-24 00:00:00,nord,fort 
,nord,fort 
2016-03-25 00:00:00,nord,fort 
,nord,fort 
2016-03-26 00:00:00,nord,fort 
2016-03-29 00:00:00,nord,fort 
2016-03-30 00:00:00,nord,fort 
,sud,faible 
,nord,fort 
2016-03-31 00:00:00,ouest,faible 
,sud,faible 
,nord,fort 
,nord,fort 
2016-04-01 00:00:00,sud,fort 
,ouest,faible 
,nord,fort 
2016-04-02 00:00:00,sud,fort 
2016-04-04 00:00:00,sud,fort 
2016-04-05 00:00:00,-,fort 
,sud,fort 
2016-04-06 00:00:00,-,fort 
,-,faible 
2016-04-07 00:00:00,-,faible 
,sud,fort 
2016-04-08 00:00:00,sud,fort 
2016-04-09 00:00:00,sud,faible 
2016-04-10 00:00:00,sud,faible 
2016-04-12 00:00:00,sud,fort 
2016-04-13 00:00:00,sud,faible 
,ouest,fort 
2016-04-14 00:00:00,nord,faible 
2016-04-15 00:00:00,ouest,faible 
,sud,fort 
,est,faible 
2016-04-16 00:00:00,sud,fort 
2016-04-17 00:00:00,sud,fort 
,nord,fort 
2016-04-18 00:00:00,nord,fort 
2016-04-19 00:00:00,nord,faible 
2016-04-22 00:00:00,nord,faible 
2016-04-23 00:00:00,nord,fort 
2016-04-25 00:00:00,-,fort 
2016-04-26 00:00:00,nord,fort 
2016-04-27 00:00:00,nord,fort 
2016-04-28 00:00:00,-,faible 
2016-04-29 00:00:00,-,fort 
2016-04-30 00:00:00,sud,Faible 
2016-05-01 00:00:00,nord,fort 
2016-05-02 00:00:00,nord,fort 
2016-05-03 00:00:00,nord,faible 
2016-05-06 00:00:00,sud,faible 
2016-05-08 00:00:00,sud,fort 
2016-05-09 00:00:00,sud,fort 
2016-05-11 00:00:00,-,fort 
2016-05-12 00:00:00,-,faible 
2016-05-13 00:00:00,nord,fort 
2016-05-14 00:00:00,nord,fort 
2016-05-15 00:00:00,nord,fort 
2016-05-17 00:00:00,nord,fort 
2016-05-18 00:00:00,sud,faible 
,nord,fort 
,ouest,fort 
2016-05-20 00:00:00,nord,fort 
,sud,faible 
2016-05-22 00:00:00,sud,fort 
,nord,fort 
2016-05-23 00:00:00,sud,faible 
,nord,fort 
2016-05-25 00:00:00,-,fort 
2016-05-27 00:00:00,sud,faible 
2016-05-28 00:00:00,sud,faible 
,ouest,faible 
2016-06-18 00:00:00,nord,faible 
,sud,fort 
2016-08-04 00:00:00,nord,fort 
,sud,faible 
2016-09-16 00:00:00,ouest,faible 
2016-09-19 00:00:00,-,faible 
2016-10-15 00:00:00,sud,faible 
2016-11-06 00:00:00,ouest,faible 
,sud,fort 
,nord,faible 
2016-11-09 00:00:00,-,fort 
2016-11-10 00:00:00,sud,faible 
,ouest,fort 
2016-11-12 00:00:00,ouest,Faible 
2016-11-13 00:00:00,nord,faible 
2016-11-14 00:00:00,-,faible 
2016-11-15 00:00:00,nord,Faible 
2016-11-16 00:00:00,sud,fort 
,nord,faible 
2016-11-17 00:00:00,sud,fort 
2016-11-18 00:00:00,sud,fort 
,ouest,fort 
2016-11-20 00:00:00,sud,fort 
2016-11-21 00:00:00,sud,fort 
2016-11-22 00:00:00,sud,fort 
2016-11-23 00:00:00,sud,fort 
2016-11-24 00:00:00,sud,fort 
2016-11-25 00:00:00,sud,faible 
2016-11-26 00:00:00,nord,Faible 
2016-11-27 00:00:00,nord,faible 
2016-11-28 00:00:00,nord,fort 
2016-11-30 00:00:00,-,faible 
2016-12-01 00:00:00,-,faible 
2016-12-03 00:00:00,-,faible 
2016-12-05 00:00:00,nord,faible 
,sud,fort 
2016-12-07 00:00:00,ouest,Faible 
,nord,Faible 
2016-12-10 00:00:00,ouest,Faible 
2016-12-11 00:00:00,nord,fort 
2016-12-12 00:00:00,nord,fort 
,ouest,Faible 
2016-12-13 00:00:00,est,fort 
2016-12-15 00:00:00,ouest,faible 
2016-12-18 00:00:00,sud,fort 
2016-12-19 00:00:00,nord,faible 
,sud,fort 
2016-12-22 00:00:00,sud,Faible 
2016-12-23 00:00:00,-,fort 
2016-12-24 00:00:00,-,fort 
2016-12-25 00:00:00,nord,fort 
,ouest,faible 
2016-12-26 00:00:00,sud,fort 
,ouest,Faible 
2016-12-27 00:00:00,sud,fort 
2016-12-28 00:00:00,nord,fort 
2016-12-30 00:00:00,nord,faible 
2017-01-01 00:00:00,nord,fort 
,sud,faible 
2017-01-02 00:00:00,nord,fort 
,sud,Faible 
2017-01-03 00:00:00,sud,fort 
2017-01-04 00:00:00,sud,fort 
,-,fort 
2017-01-05 00:00:00,ouest,fort 
,sud,fort 
,-,fort 
2017-01-06 00:00:00,sud,fort 
,ouest,fort 
,nord,faible 
2017-01-07 00:00:00,nord,faible 
2017-01-08 00:00:00,ouest,faible 
2017-01-09 00:00:00,nord,Faible 
,ouest,faible 
2017-01-10 00:00:00,nord,Faible 
,ouest,Faible 
2017-01-11 00:00:00,est,faible 
,ouest,Faible 
2017-01-12 00:00:00,est,faible 
2017-01-13 00:00:00,nord,fort 
2017-01-14 00:00:00,nord,fort 
,nord,fort 
